Jun 11 2021 23:47:46 FW00 : %ASA-4-400010: IPS:2000 ICMP Echo Reply 155.45.129.14 to 51.130.22.93 on interface GigabitEthernet0/3	 Anomaly
Jun 12 2021 00:02:13 FW13 : %ASA-4-733100: Scanning drop rate 1 exceeded. Current burst rate is 10 per second, max configured rate is 10 ; Current average rate is 245 per second, max configured rate is 5 ; Cumulative total count is 147409	 Anomaly
Jun 12 2021 00:02:13 FW06 : %ASA-4-733100: Conn limit drop rate 1 exceeded. Current burst rate is 10 per second, max configured rate is 800 ; Current average rate is 2240 per second, max configured rate is 1500 ; Cumulative total count is 545132	 Anomaly
Jun 12 2021 00:02:13 FW02 : %ASA-4-400040: IPS:6102 RPC Dump 21.250.220.197 to 193.231.55.240 on interface GigabitEthernet0/0	 Not anomaly
Jun 12 2021 00:02:14 FW20 : %ASA-3-318109: OSPFv3 has received an unexpected message	 Not anomaly
Jun 12 2021 00:02:14 FW02 : %ASA-1-104500: (Primary) Switching to ACTIVE (cause: reason)	 Anomaly
Jun 12 2021 00:02:14 FW19 : %ASA-3-212003: Unable to receive an SNMP request on interface GigabitEthernet0/2 , error code = Not responding , will try again.	 Anomaly
Jun 12 2021 00:02:14 FW22 : %ASA-4-400014: IPS:2004 ICMP Echo Request 170.62.85.10 to 201.175.220.137 on interface GigabitEthernet0/4	 Anomaly
Jun 12 2021 00:02:14 FW07 : %ASA-4-400014: IPS:2004 ICMP Echo Request 199.66.236.125 to 188.18.149.172 on interface GigabitEthernet0/1	 Anomaly
Jun 12 2021 00:02:14 FW07 : %ASA-4-400021: IPS:2011 ICMP Address Mask Request 189.255.151.91 to 217.81.247.188 on interface GigabitEthernet0/5	 Not anomaly
Jun 12 2021 00:02:15 FW21 : %ASA-7-713052: User user5 authenticated.	 Not anomaly
Jun 12 2021 00:02:15 FW02 : %ASA-4-507002: Data copy in proxy-mode exceeded the buffer limit	 Anomaly
Jun 12 2021 00:02:15 FW17 : %ASA-3-212003: Unable to receive an SNMP request on interface GigabitEthernet0/3 , error code = Not responding , will try again.	 Anomaly
Jun 12 2021 00:02:15 FW09 : %ASA-4-400039: IPS:6101 RPC Port Unregistration 115.204.254.175 to 222.149.73.83 on interface GigabitEthernet0/1	 Not anomaly
Jun 12 2021 00:02:15 FW04 : %ASA-3-319002: Acknowledge for route update for IP address 65.49.103.147 not received.	 Not anomaly
Jun 12 2021 00:02:15 FW23 : %ASA-3-319002: Acknowledge for route update for IP address 74.23.218.246 not received.	 Not anomaly
Jun 12 2021 00:02:15 FW01 : %ASA-3-318107: OSPF is enabled on GigabitEthernet0/0 during idb initialization	 Not anomaly
Jun 12 2021 00:02:15 FW03 : %ASA-3-318107: OSPF is enabled on GigabitEthernet0/4 during idb initialization	 Not anomaly
Jun 12 2021 00:02:15 FW10 : %ASA-5-718016: Received HELLO response from 197.224.26.57	 Not anomaly
Jun 12 2021 00:02:16 FW07 : %ASA-4-716022: Unable to connect to proxy server.	 Not anomaly
Jun 12 2021 00:02:16 FW03 : %ASA-6-302033: Pre-allocated H323 GUP Connection for faddr GigabitEthernet0/4: 149.4.110.108/45649 to laddr GigabitEthernet0/4: 192.168.254.28/44352	 Not anomaly
Jun 12 2021 00:02:16 FW02 : %ASA-4-400027: IPS:3041 TCP SYN+FIN flags from 148.187.83.88 to 20.81.27.31 on interface GigabitEthernet0/4	 Anomaly
Jun 12 2021 00:02:16 FW16 : %ASA-4-716022: Unable to connect to proxy server.	 Not anomaly
Jun 12 2021 00:02:16 FW17 : %ASA-4-400013: IPS:2003 ICMP Redirect 20.252.7.167 to 203.126.21.231 on interface GigabitEthernet0/1	 Not anomaly
Jun 12 2021 00:02:17 FW16 : %ASA-6-109001: Auth start for user user10 from 192.168.197.158/6910 to 80.122.116.12/11539	 Not anomaly
Jun 12 2021 00:02:17 FW23 : %ASA-5-507001: Terminating TCP-Proxy connection from GigabitEthernet0/0:27.46.229.28/51059 to GigabitEthernet0/2:142.250.71.148/37339 - reassembly limit of 156000 bytes exceeded	 Not anomaly
Jun 12 2021 00:02:17 FW24 : %ASA-3-319001: Acknowledge for arp update for IP address 18.208.44.238 not received.	 Not anomaly
Jun 12 2021 00:02:17 FW07 : %ASA-4-400016: IPS:2006 ICMP Parameter Problem on Datagram 11.246.247.13 to 48.34.139.114 on interface GigabitEthernet0/1	 Not anomaly
Jun 12 2021 00:02:18 FW22 : %ASA-4-400046: IPS:6154 ypxfrd (YP transfer daemon) Portmap Request 114.223.75.144 to 4.91.206.120 on interface GigabitEthernet0/2	 Not anomaly
Jun 12 2021 00:02:18 FW16 : %ASA-6-605005: Login permitted from 124.177.74.92/31703 to GigabitEthernet0/2:157.130.143.32/SMTP for user user18	 Anomaly
Jun 12 2021 00:02:18 FW15 : %ASA-6-605005: Login permitted from 200.25.138.129/25156 to GigabitEthernet0/0:194.79.210.123/DHCP for user user17	 Anomaly
Jun 12 2021 00:02:19 FW14 : %ASA-4-400016: IPS:2006 ICMP Parameter Problem on Datagram 175.220.60.36 to 99.79.193.169 on interface GigabitEthernet0/4	 Not anomaly
Jun 12 2021 00:02:19 FW12 : %ASA-3-212003: Unable to receive an SNMP request on interface GigabitEthernet0/3 , error code = Not responding , will try again.	 Anomaly
Jun 12 2021 00:02:19 FW10 : %ASA-5-502111: New group policy added: name: acl_int Type: internal	 Not anomaly
Jun 12 2021 00:02:19 FW07 : %ASA-4-400013: IPS:2003 ICMP Redirect 93.123.230.150 to 172.168.134.233 on interface GigabitEthernet0/2	 Not anomaly
Jun 12 2021 00:02:20 FW04 : %ASA-6-302003: Built H245 connection for foreign_address 201.141.162.222/1544 local_address 172.16.17.170 /3862	 Anomaly
Jun 12 2021 00:02:20 FW12 : %ASA-1-104500: (Primary) Switching to ACTIVE (cause: reason)	 Anomaly
Jun 12 2021 00:02:20 FW06 : %ASA-5-502111: New group policy added: name: acl_int Type: internal	 Not anomaly
Jun 12 2021 00:02:20 FW13 : %ASA-4-411001: Line protocol on interface GigabitEthernet0/3 changed state to up	 Anomaly
Jun 12 2021 00:02:20 FW12 : %ASA-4-411004: Configuration status on interface GigabitEthernet0/2 changed state to up	 Not anomaly
Jun 12 2021 00:02:20 FW02 : %ASA-5-507001: Terminating TCP-Proxy connection from GigabitEthernet0/0:62.153.202.243/14178 to GigabitEthernet0/2:94.35.182.17/26123 - reassembly limit of 156000 bytes exceeded	 Not anomaly
Jun 12 2021 00:02:20 FW01 : %ASA-4-400020: IPS:2010 ICMP Information Reply 124.132.228.1 to 22.12.138.35 on interface GigabitEthernet0/3	 Not anomaly
Jun 12 2021 00:02:21 FW13 : %ASA-4-400046: IPS:6154 ypxfrd (YP transfer daemon) Portmap Request 146.32.3.48 to 145.188.189.111 on interface GigabitEthernet0/3	 Not anomaly
Jun 12 2021 00:02:21 FW10 : %ASA-5-507001: Terminating TCP-Proxy connection from GigabitEthernet0/0:166.84.35.136/35187 to GigabitEthernet0/5:177.6.247.69/35695 - reassembly limit of 156000 bytes exceeded	 Not anomaly
Jun 12 2021 00:02:21 FW12 : %ASA-4-400004: IPS:1004 IP options-Loose Source Route 34.37.9.174 to 112.75.87.3 on interface GigabitEthernet0/0	 Not anomaly
Jun 12 2021 00:02:22 FW22 : %ASA-5-713155: DNS lookup for Primary VPN Server vpn_concentrator successfully resolved after a previous failure. Resetting any Backup Server init.	 Not anomaly
Jun 12 2021 00:02:22 FW18 : %ASA-6-611101: User authentication succeeded: IP, 52.146.221.98 : Uname: user13	 Not anomaly
Jun 12 2021 00:02:22 FW25 : %ASA-5-718010: Sent HELLO response to 126.139.86.159	 Not anomaly
Jun 12 2021 00:02:22 FW13 : %ASA-6-314004: RTSP client GigabitEthernet0/3: 25.56.43.134 accessed RTSP URL https://www.morris.com/	 Not anomaly
Jun 12 2021 00:02:22 FW18 : %ASA-3-318107: OSPF is enabled on GigabitEthernet0/0 during idb initialization	 Not anomaly
Jun 12 2021 00:02:22 FW10 : %ASA-4-411004: Configuration status on interface GigabitEthernet0/2 changed state to up	 Not anomaly
Jun 12 2021 00:02:22 FW16 : %ASA-6-302033: Pre-allocated H323 GUP Connection for faddr GigabitEthernet0/2: 202.172.39.76/5127 to laddr GigabitEthernet0/5: 10.189.169.144/17078	 Not anomaly
Jun 12 2021 00:02:23 FW01 : %ASA-5-502111: New group policy added: name: acl_int Type: internal	 Not anomaly
Jun 12 2021 00:02:23 FW08 : %ASA-7-715041: Received keep-alive of type keepalive_type , not the negotiated type	 Not anomaly
Jun 12 2021 00:02:23 FW24 : %ASA-1-104502: (Primary) Becoming Backup unit failed.	 Not anomaly
Jun 12 2021 00:02:23 FW15 : %ASA-6-605005: Login permitted from 162.251.221.242/40746 to GigabitEthernet0/2:62.247.213.228/SMTP for user user15	 Anomaly
Jun 12 2021 00:02:23 FW23 : %ASA-5-502111: New group policy added: name: acl_int Type: internal	 Not anomaly
Jun 12 2021 00:02:23 FW00 : %ASA-5-502111: New group policy added: name: acl_int Type: internal	 Not anomaly
Jun 12 2021 00:02:23 FW22 : %ASA-3-318107: OSPF is enabled on GigabitEthernet0/0 during idb initialization	 Not anomaly
Jun 12 2021 00:02:23 FW04 : %ASA-4-400005: IPS:1005 IP options-SATNET ID 158.176.174.101 to 118.104.60.155 on interface GigabitEthernet0/0	 Not anomaly
Jun 12 2021 00:02:23 FW00 : %ASA-4-400015: IPS:2005 ICMP Time Exceeded for a Datagram 167.191.102.133 to 138.32.56.3 on interface GigabitEthernet0/2	 Not anomaly
Jun 12 2021 00:02:24 FW11 : %ASA-3-318109: OSPFv3 has received an unexpected message	 Not anomaly
Jun 12 2021 00:02:24 FW24 : %ASA-4-400021: IPS:2011 ICMP Address Mask Request 125.57.196.235 to 133.215.94.32 on interface GigabitEthernet0/4	 Not anomaly
Jun 12 2021 00:02:24 FW25 : %ASA-1-104500: (Secondary) Switching to ACTIVE (cause: reason)	 Anomaly
Jun 12 2021 00:02:24 FW25 : %ASA-3-212003: Unable to receive an SNMP request on interface GigabitEthernet0/3 , error code = Not responding , will try again.	 Anomaly
Jun 12 2021 00:02:24 FW07 : %ASA-1-101001: (Primary) Failover cable OK.	 Not anomaly
Jun 12 2021 00:02:24 FW19 : %ASA-4-507002: Data copy in proxy-mode exceeded the buffer limit	 Anomaly
Jun 12 2021 00:02:24 FW05 : %ASA-4-400042: IPS:6150 ypserv (YP server daemon) Portmap Request 156.229.9.134 to 123.248.219.151 on interface GigabitEthernet0/0	 Not anomaly
Jun 12 2021 00:02:24 FW02 : %ASA-3-212003: Unable to receive an SNMP request on interface GigabitEthernet0/4 , error code = Not responding , will try again.	 Anomaly
Jun 12 2021 00:02:24 FW06 : %ASA-4-400000: IPS:1000 IP options-Bad Option List from 92.221.244.57 to 108.116.49.103 on interface GigabitEthernet0/1	 Not anomaly
Jun 12 2021 00:02:25 FW12 : %ASA-4-400020: IPS:2010 ICMP Information Reply 61.113.95.156 to 162.196.193.134 on interface GigabitEthernet0/1	 Not anomaly
Jun 12 2021 00:02:25 FW07 : %ASA-4-400039: IPS:6101 RPC Port Unregistration 170.209.134.3 to 26.68.155.172 on interface GigabitEthernet0/2	 Not anomaly
Jun 12 2021 00:02:25 FW11 : %ASA-5-611103: User logged out: Uname: user3	 Not anomaly
Jun 12 2021 00:02:25 FW07 : %ASA-1-105003: (Primary) Monitoring on interface GigabitEthernet0/1 waiting	 Not anomaly
Jun 12 2021 00:02:25 FW09 : %ASA-6-302003: Built H245 connection for foreign_address 179.99.79.216/959 local_address 172.30.48.192 /63321	 Anomaly
Jun 12 2021 00:02:26 FW01 : %ASA-4-401001: Shuns cleared	 Not anomaly
Jun 12 2021 00:02:26 FW22 : %ASA-4-400005: IPS:1005 IP options-SATNET ID 54.205.201.28 to 80.155.232.130 on interface GigabitEthernet0/0	 Not anomaly
Jun 12 2021 00:02:26 FW23 : %ASA-4-400023: IPS:2150 Fragmented ICMP Traffic from 13.207.116.14 to 169.161.29.112 on interface GigabitEthernet0/3	 Not anomaly
Jun 12 2021 00:02:26 FW04 : %ASA-4-400037: IPS:6053 DNS Request for All Records 126.175.200.152 to 74.136.252.215 on interface GigabitEthernet0/3	 Not anomaly
Jun 12 2021 00:02:27 FW25 : %ASA-4-400022: IPS:2012 ICMP Address Mask Reply 92.229.167.220 to 189.225.192.18 on interface GigabitEthernet0/4	 Not anomaly
Jun 12 2021 00:02:27 FW17 : %ASA-4-400022: IPS:2012 ICMP Address Mask Reply 132.125.173.22 to 92.198.218.125 on interface GigabitEthernet0/0	 Not anomaly
Jun 12 2021 00:02:27 FW03 : %ASA-5-507001: Terminating TCP-Proxy connection from GigabitEthernet0/3:182.239.228.94/19669 to GigabitEthernet0/4:20.73.243.211/43931 - reassembly limit of 156000 bytes exceeded	 Not anomaly
Jun 12 2021 00:02:28 FW07 : %ASA-6-302003: Built H245 connection for foreign_address 132.182.253.208/51843 local_address 10.238.165.3 /10097	 Anomaly
Jun 12 2021 00:02:28 FW17 : %ASA-4-400046: IPS:6154 ypxfrd (YP transfer daemon) Portmap Request 210.220.75.142 to 202.79.58.12 on interface GigabitEthernet0/1	 Not anomaly
Jun 12 2021 00:02:28 FW02 : %ASA-1-101001: (Primary) Failover cable OK.	 Not anomaly
Jun 12 2021 00:02:28 FW03 : %ASA-4-400040: IPS:6102 RPC Dump 185.124.121.68 to 90.46.60.134 on interface GigabitEthernet0/5	 Not anomaly
Jun 12 2021 00:02:29 FW04 : %ASA-6-109001: Auth start for user user18 from 192.168.64.89/63193 to 202.218.204.33/12388	 Not anomaly
Jun 12 2021 00:02:29 FW25 : %ASA-4-507002: Data copy in proxy-mode exceeded the buffer limit	 Anomaly
Jun 12 2021 00:02:29 FW07 : %ASA-4-400006: IPS:1006 IP options-Strict Source Route 44.194.50.75 to 79.78.114.175 on interface GigabitEthernet0/0	 Not anomaly
Jun 12 2021 00:02:29 FW21 : %ASA-4-400036: IPS:6052 DNS Zone Transfer from High Port 18.137.215.47 to 70.124.168.178 on interface GigabitEthernet0/0	 Not anomaly
Jun 12 2021 00:02:30 FW04 : %ASA-3-319001: Acknowledge for arp update for IP address 49.96.184.140 not received.	 Not anomaly
Jun 12 2021 00:02:30 FW16 : %ASA-5-718016: Received HELLO response from 14.232.185.128	 Not anomaly
Jun 12 2021 00:02:30 FW24 : %ASA-7-713164: The Firewall Server has requested a list of active user sessions	 Not anomaly
Jun 12 2021 00:02:30 FW18 : %ASA-6-109005: Authentication succeeded for user user15 from 10.252.228.241/919 to 11.18.161.24/21150 on interface GigabitEthernet0/3.	 Not anomaly
Jun 12 2021 00:02:30 FW22 : %ASA-7-710002: UDP access permitted from 82.230.0.251/10229 to GigabitEthernet0/1:48.170.176.14/DHCP	 Not anomaly
Jun 12 2021 00:02:31 FW21 : %ASA-3-318107: OSPF is enabled on GigabitEthernet0/1 during idb initialization	 Not anomaly
Jun 12 2021 00:02:31 FW08 : %ASA-4-400047: IPS:6155 mountd (mount daemon) Portmap Request 93.3.176.237 to 49.105.47.176 on interface GigabitEthernet0/1	 Not anomaly
Jun 12 2021 00:02:31 FW08 : %ASA-3-322002: ARP inspection check failed for arp response received from host d3:3d:62:d7:0a:7e on interface GigabitEthernet0/3. This host is advertising MAC Address 73:ac:8f:57:ed:0a for IP Address 141.204.63.23, which is statically bound to MAC Address a5:09:59:78:56:87.	 Not anomaly
Jun 12 2021 00:02:32 FW18 : %ASA-4-400016: IPS:2006 ICMP Parameter Problem on Datagram 67.104.179.42 to 125.8.140.173 on interface GigabitEthernet0/1	 Not anomaly
Jun 12 2021 00:02:32 FW16 : %ASA-1-104502: (Primary) Becoming Backup unit failed.	 Not anomaly
Jun 12 2021 00:02:32 FW10 : %ASA-4-400012: IPS:2002 ICMP Source Quench 82.51.113.132 to 176.53.209.212 on interface GigabitEthernet0/0	 Not anomaly
Jun 12 2021 00:02:32 FW15 : %ASA-6-302003: Built H245 connection for foreign_address 185.216.197.19/4236 local_address 10.63.227.221 /22225	 Anomaly
Jun 12 2021 00:02:33 FW21 : %ASA-1-104500: (Primary) Switching to ACTIVE (cause: reason)	 Anomaly
Jun 12 2021 00:02:33 FW23 : %ASA-7-710002: UDP access permitted from 25.5.218.253/51275 to GigabitEthernet0/1:189.90.64.243/NTP	 Not anomaly
Jun 12 2021 00:02:33 FW09 : %ASA-4-400041: IPS:6103 Proxied RPC Request from 45.158.132.146 to 131.146.105.106 on interface GigabitEthernet0/0	 Not anomaly
Jun 12 2021 00:02:33 FW18 : %ASA-4-400021: IPS:2011 ICMP Address Mask Request 133.220.177.42 to 22.180.8.65 on interface GigabitEthernet0/0	 Not anomaly
Jun 12 2021 00:02:34 FW20 : %ASA-7-710002: UDP access permitted from 34.7.26.90/54428 to GigabitEthernet0/4:27.226.234.141/NTP	 Not anomaly
Jun 12 2021 00:02:34 FW02 : %ASA-4-733100: Rate limit drop rate 1 exceeded. Current burst rate is 1 per second, max configured rate is 1 ; Current average rate is 10 per second, max configured rate is 5 ; Cumulative total count is 7867	 Anomaly
Jun 12 2021 00:02:34 FW19 : %ASA-5-718016: Received HELLO response from 166.220.109.121	 Not anomaly
Jun 12 2021 00:02:34 FW23 : %ASA-4-400017: IPS:2007 ICMP Timestamp Request 170.174.115.5 to 113.164.242.103 on interface GigabitEthernet0/4	 Not anomaly
Jun 12 2021 00:02:35 FW17 : %ASA-4-507002: Data copy in proxy-mode exceeded the buffer limit	 Anomaly
Jun 12 2021 00:02:35 FW07 : %ASA-4-400017: IPS:2007 ICMP Timestamp Request 95.93.236.114 to 139.76.240.132 on interface GigabitEthernet0/2	 Not anomaly
Jun 12 2021 00:02:35 FW05 : %ASA-5-718016: Received HELLO response from 202.138.176.80	 Not anomaly
Jun 12 2021 00:02:35 FW24 : %ASA-4-400014: IPS:2004 ICMP Echo Request 139.14.34.181 to 79.161.72.162 on interface GigabitEthernet0/1	 Anomaly
Jun 12 2021 00:02:35 FW05 : %ASA-4-411004: Configuration status on interface GigabitEthernet0/4 changed state to up	 Not anomaly
Jun 12 2021 00:02:35 FW22 : %ASA-4-400036: IPS:6052 DNS Zone Transfer from High Port 32.175.248.183 to 143.153.163.60 on interface GigabitEthernet0/0	 Not anomaly
Jun 12 2021 00:02:36 FW15 : %ASA-6-109001: Auth start for user user19 from 10.191.51.162/14017 to 62.245.121.46/46555	 Not anomaly
Jun 12 2021 00:02:36 FW12 : %ASA-7-710005: TCP request discarded from 32.74.95.115/10514 to GigabitEthernet0/0:215.188.111.27/DHCP	 Anomaly
Jun 12 2021 00:02:36 FW20 : %ASA-5-713155: DNS lookup for Primary VPN Server vpn_concentrator successfully resolved after a previous failure. Resetting any Backup Server init.	 Not anomaly
Jun 12 2021 00:02:36 FW24 : %ASA-4-400034: IPS:6050 DNS HINFO Request 116.192.116.159 to 161.68.188.128 on interface GigabitEthernet0/3	 Not anomaly
Jun 12 2021 00:02:37 FW03 : %ASA-2-201003: Embryonic limit exceeded 748/500 for 163.93.78.22/23777 8.8.8.8 10.56.221.201/15908 on interface GigabitEthernet0/2.	 Not anomaly
Jun 12 2021 00:02:37 FW02 : %ASA-5-507001: Terminating TCP-Proxy connection from GigabitEthernet0/4:107.143.100.188/62488 to GigabitEthernet0/4:98.115.119.240/17041 - reassembly limit of 156000 bytes exceeded	 Not anomaly
Jun 12 2021 00:02:37 FW12 : %ASA-4-400000: IPS:1000 IP options-Bad Option List from 170.185.108.224 to 55.132.220.151 on interface GigabitEthernet0/5	 Not anomaly
Jun 12 2021 00:02:38 FW05 : %ASA-6-302033: Pre-allocated H323 GUP Connection for faddr GigabitEthernet0/5: 194.86.242.63/38807 to laddr GigabitEthernet0/2: 172.22.251.117/17652	 Not anomaly
Jun 12 2021 00:02:38 FW02 : %ASA-4-400049: IPS:6180 rexd (remote execution daemon) Attempt 6.98.113.212 to 147.157.140.208 on interface GigabitEthernet0/3	 Not anomaly
Jun 12 2021 00:02:38 FW08 : %ASA-4-400005: IPS:1005 IP options-SATNET ID 125.123.233.51 to 82.233.44.121 on interface GigabitEthernet0/5	 Not anomaly
Jun 12 2021 00:02:39 FW01 : %ASA-1-104500: (Primary) Switching to ACTIVE (cause: reason)	 Anomaly
Jun 12 2021 00:02:39 FW04 : %ASA-4-400010: IPS:2000 ICMP Echo Reply 145.157.145.11 to 109.124.88.77 on interface GigabitEthernet0/0	 Anomaly
Jun 12 2021 00:02:39 FW05 : %ASA-6-109005: Authentication succeeded for user user16 from 172.24.113.88/3296 to 126.111.188.60/42807 on interface GigabitEthernet0/0.	 Not anomaly
Jun 12 2021 00:02:39 FW01 : %ASA-4-400013: IPS:2003 ICMP Redirect 15.1.164.34 to 95.124.217.166 on interface GigabitEthernet0/0	 Not anomaly
Jun 12 2021 00:02:40 FW07 : %ASA-4-400006: IPS:1006 IP options-Strict Source Route 114.158.159.59 to 108.35.225.162 on interface GigabitEthernet0/1	 Not anomaly
Jun 12 2021 00:02:40 FW25 : %ASA-4-400000: IPS:1000 IP options-Bad Option List from 4.110.7.205 to 93.224.48.163 on interface GigabitEthernet0/0	 Not anomaly
Jun 12 2021 00:02:40 FW11 : %ASA-5-611103: User logged out: Uname: user7	 Not anomaly
Jun 12 2021 00:02:40 FW25 : %ASA-1-101001: (Primary) Failover cable OK.	 Not anomaly
Jun 12 2021 00:02:40 FW13 : %ASA-4-400004: IPS:1004 IP options-Loose Source Route 210.151.207.86 to 20.186.10.104 on interface GigabitEthernet0/5	 Not anomaly
Jun 12 2021 00:02:41 FW06 : %ASA-4-400017: IPS:2007 ICMP Timestamp Request 189.17.152.132 to 155.46.130.235 on interface GigabitEthernet0/1	 Not anomaly
Jun 12 2021 00:02:41 FW02 : %ASA-4-411001: Line protocol on interface GigabitEthernet0/3 changed state to up	 Anomaly
Jun 12 2021 00:02:41 FW10 : %ASA-4-400034: IPS:6050 DNS HINFO Request 52.67.27.13 to 145.53.184.4 on interface GigabitEthernet0/1	 Not anomaly
Jun 12 2021 00:02:41 FW17 : %ASA-1-105003: (Primary) Monitoring on interface GigabitEthernet0/1 waiting	 Not anomaly
Jun 12 2021 00:02:41 FW10 : %ASA-4-400010: IPS:2000 ICMP Echo Reply 45.149.99.0 to 101.168.182.254 on interface GigabitEthernet0/3	 Anomaly
Jun 12 2021 00:02:42 FW08 : %ASA-4-400004: IPS:1004 IP options-Loose Source Route 197.78.92.124 to 107.146.149.101 on interface GigabitEthernet0/1	 Not anomaly
Jun 12 2021 00:02:42 FW02 : %ASA-7-713164: The Firewall Server has requested a list of active user sessions	 Not anomaly
